user_id,authority_name
3,ROLE_INSTRUCTOR
4,ROLE_STUDENT
5,ROLE_ADMIN
6,ROLE_STUDENT
7,ROLE_ORG_ADMIN
8,ROLE_STUDENT
9,ROLE_ORG_ADMIN
10,ROLE_STUDENT
11,ROLE_INSTRUCTOR
12,ROLE_STUDENT
13,ROLE_ADMIN
14,ROLE_STUDENT
15,ROLE_ORG_ADMIN
16,ROLE_STUDENT
17,ROLE_ORG_ADMIN
18,ROLE_STUDENT
19,ROLE_INSTRUCTOR
20,ROLE_STUDENT
21,ROLE_ADMIN
22,ROLE_STUDENT
23,ROLE_ORG_ADMIN
24,ROLE_STUDENT
25,ROLE_ORG_ADMIN
26,ROLE_STUDENT
27,ROLE_INSTRUCTOR
28,ROLE_STUDENT
29,ROLE_ADMIN
30,ROLE_STUDENT
31,ROLE_ORG_ADMIN
32,ROLE_STUDENT
33,ROLE_ORG_ADMIN
34,ROLE_STUDENT
35,ROLE_INSTRUCTOR
36,ROLE_STUDENT
37,ROLE_ADMIN
38,ROLE_STUDENT
39,ROLE_ORG_ADMIN
40,ROLE_STUDENT
41,ROLE_ORG_ADMIN
42,ROLE_STUDENT
43,ROLE_INSTRUCTOR
44,ROLE_STUDENT
45,ROLE_ADMIN
46,ROLE_STUDENT
47,ROLE_ORG_ADMIN
48,ROLE_STUDENT
49,ROLE_ORG_ADMIN
50,ROLE_STUDENT
51,ROLE_INSTRUCTOR
52,ROLE_STUDENT
53,ROLE_ADMIN
54,ROLE_STUDENT
55,ROLE_ORG_ADMIN
56,ROLE_STUDENT
57,ROLE_ORG_ADMIN
58,ROLE_STUDENT
59,ROLE_INSTRUCTOR
60,ROLE_STUDENT
61,ROLE_ADMIN
62,ROLE_STUDENT
63,ROLE_ORG_ADMIN
64,ROLE_STUDENT
65,ROLE_ORG_ADMIN
66,ROLE_STUDENT
67,ROLE_INSTRUCTOR
68,ROLE_STUDENT
69,ROLE_ADMIN
70,ROLE_STUDENT
71,ROLE_ORG_ADMIN
72,ROLE_STUDENT
73,ROLE_ORG_ADMIN
74,ROLE_STUDENT
75,ROLE_INSTRUCTOR
76,ROLE_STUDENT
77,ROLE_ADMIN
78,ROLE_STUDENT
79,ROLE_ORG_ADMIN
80,ROLE_STUDENT
81,ROLE_ORG_ADMIN
82,ROLE_STUDENT
83,ROLE_INSTRUCTOR
84,ROLE_STUDENT
85,ROLE_ADMIN
86,ROLE_STUDENT
87,ROLE_ORG_ADMIN
88,ROLE_STUDENT
89,ROLE_ORG_ADMIN
90,ROLE_STUDENT
91,ROLE_INSTRUCTOR
92,ROLE_STUDENT
93,ROLE_ADMIN
94,ROLE_STUDENT
95,ROLE_ORG_ADMIN
96,ROLE_STUDENT
97,ROLE_ORG_ADMIN
98,ROLE_STUDENT
99,ROLE_INSTRUCTOR
100,ROLE_STUDENT
101,ROLE_STUDENT
102,ROLE_STUDENT
103,ROLE_STUDENT
104,ROLE_STUDENT
105,ROLE_STUDENT
106,ROLE_STUDENT
107,ROLE_STUDENT
108,ROLE_STUDENT
109,ROLE_STUDENT
110,ROLE_STUDENT
111,ROLE_STUDENT
112,ROLE_STUDENT
113,ROLE_STUDENT
114,ROLE_STUDENT
115,ROLE_STUDENT
116,ROLE_STUDENT
117,ROLE_STUDENT
118,ROLE_STUDENT
119,ROLE_STUDENT
120,ROLE_STUDENT
121,ROLE_STUDENT
122,ROLE_STUDENT
123,ROLE_STUDENT
124,ROLE_INSTRUCTOR
125,ROLE_INSTRUCTOR
126,ROLE_INSTRUCTOR
127,ROLE_INSTRUCTOR
128,ROLE_INSTRUCTOR
129,ROLE_INSTRUCTOR
130,ROLE_INSTRUCTOR
131,ROLE_INSTRUCTOR
132,ROLE_INSTRUCTOR
133,ROLE_ORG_ADMIN
134,ROLE_ORG_ADMIN
135,ROLE_ORG_ADMIN
136,ROLE_STUDENT
137,ROLE_STUDENT
138,ROLE_STUDENT
139,ROLE_STUDENT
140,ROLE_STUDENT
141,ROLE_STUDENT
142,ROLE_STUDENT
143,ROLE_STUDENT
144,ROLE_STUDENT
145,ROLE_STUDENT
146,ROLE_STUDENT
147,ROLE_STUDENT
148,ROLE_STUDENT
149,ROLE_STUDENT
150,ROLE_STUDENT
151,ROLE_STUDENT
152,ROLE_STUDENT
153,ROLE_STUDENT
154,ROLE_STUDENT
155,ROLE_STUDENT
156,ROLE_STUDENT
157,ROLE_STUDENT
158,ROLE_STUDENT
159,ROLE_INSTRUCTOR
160,ROLE_INSTRUCTOR
161,ROLE_INSTRUCTOR
162,ROLE_INSTRUCTOR
163,ROLE_INSTRUCTOR
164,ROLE_INSTRUCTOR
165,ROLE_INSTRUCTOR
166,ROLE_INSTRUCTOR
167,ROLE_INSTRUCTOR
168,ROLE_ORG_ADMIN
169,ROLE_ORG_ADMIN
170,ROLE_ORG_ADMIN
171,ROLE_STUDENT
172,ROLE_STUDENT
173,ROLE_STUDENT
174,ROLE_STUDENT
175,ROLE_STUDENT
176,ROLE_STUDENT
177,ROLE_STUDENT
178,ROLE_STUDENT
179,ROLE_STUDENT
180,ROLE_STUDENT
181,ROLE_STUDENT
182,ROLE_STUDENT
183,ROLE_STUDENT
184,ROLE_STUDENT
185,ROLE_STUDENT
186,ROLE_STUDENT
187,ROLE_STUDENT
188,ROLE_STUDENT
189,ROLE_STUDENT
190,ROLE_STUDENT
191,ROLE_STUDENT
192,ROLE_STUDENT
193,ROLE_STUDENT
194,ROLE_INSTRUCTOR
195,ROLE_INSTRUCTOR
196,ROLE_INSTRUCTOR
197,ROLE_INSTRUCTOR
198,ROLE_INSTRUCTOR
199,ROLE_INSTRUCTOR
200,ROLE_INSTRUCTOR
201,ROLE_INSTRUCTOR
202,ROLE_INSTRUCTOR
203,ROLE_ORG_ADMIN
204,ROLE_ORG_ADMIN
205,ROLE_ORG_ADMIN
206,ROLE_STUDENT
207,ROLE_STUDENT
208,ROLE_STUDENT
209,ROLE_STUDENT
210,ROLE_STUDENT
211,ROLE_STUDENT
212,ROLE_STUDENT
213,ROLE_STUDENT
214,ROLE_STUDENT
215,ROLE_STUDENT
216,ROLE_STUDENT
217,ROLE_STUDENT
218,ROLE_STUDENT
219,ROLE_STUDENT
220,ROLE_STUDENT
221,ROLE_STUDENT
222,ROLE_STUDENT
223,ROLE_STUDENT
224,ROLE_STUDENT
225,ROLE_STUDENT
226,ROLE_STUDENT
227,ROLE_STUDENT
228,ROLE_STUDENT
229,ROLE_INSTRUCTOR
230,ROLE_INSTRUCTOR
231,ROLE_INSTRUCTOR
232,ROLE_INSTRUCTOR
233,ROLE_INSTRUCTOR
234,ROLE_INSTRUCTOR
235,ROLE_INSTRUCTOR
236,ROLE_INSTRUCTOR
237,ROLE_INSTRUCTOR
238,ROLE_ORG_ADMIN
239,ROLE_ORG_ADMIN
240,ROLE_ORG_ADMIN
241,ROLE_STUDENT
242,ROLE_STUDENT
243,ROLE_STUDENT
244,ROLE_STUDENT
245,ROLE_STUDENT
246,ROLE_STUDENT
247,ROLE_STUDENT
248,ROLE_STUDENT
249,ROLE_STUDENT
250,ROLE_STUDENT
251,ROLE_STUDENT
252,ROLE_STUDENT
253,ROLE_STUDENT
254,ROLE_STUDENT
255,ROLE_STUDENT
256,ROLE_STUDENT
257,ROLE_STUDENT
258,ROLE_STUDENT
259,ROLE_STUDENT
260,ROLE_STUDENT
261,ROLE_STUDENT
262,ROLE_STUDENT
263,ROLE_STUDENT
264,ROLE_INSTRUCTOR
265,ROLE_INSTRUCTOR
266,ROLE_INSTRUCTOR
267,ROLE_INSTRUCTOR
268,ROLE_INSTRUCTOR
269,ROLE_INSTRUCTOR
270,ROLE_INSTRUCTOR
271,ROLE_INSTRUCTOR
272,ROLE_INSTRUCTOR
273,ROLE_ORG_ADMIN
274,ROLE_ORG_ADMIN
275,ROLE_ORG_ADMIN
276,ROLE_STUDENT
277,ROLE_STUDENT
278,ROLE_STUDENT
279,ROLE_STUDENT
280,ROLE_STUDENT
281,ROLE_STUDENT
282,ROLE_STUDENT
283,ROLE_STUDENT
284,ROLE_STUDENT
285,ROLE_STUDENT
286,ROLE_STUDENT
287,ROLE_STUDENT
288,ROLE_STUDENT
289,ROLE_STUDENT
290,ROLE_STUDENT
291,ROLE_STUDENT
292,ROLE_STUDENT
293,ROLE_STUDENT
294,ROLE_STUDENT
295,ROLE_STUDENT
296,ROLE_STUDENT
297,ROLE_STUDENT
298,ROLE_STUDENT
299,ROLE_INSTRUCTOR
300,ROLE_INSTRUCTOR
301,ROLE_INSTRUCTOR
302,ROLE_INSTRUCTOR
303,ROLE_INSTRUCTOR
304,ROLE_INSTRUCTOR
305,ROLE_INSTRUCTOR
306,ROLE_INSTRUCTOR
307,ROLE_INSTRUCTOR
308,ROLE_ORG_ADMIN
309,ROLE_ORG_ADMIN
310,ROLE_ORG_ADMIN
311,ROLE_STUDENT
312,ROLE_STUDENT
313,ROLE_STUDENT
314,ROLE_STUDENT
315,ROLE_STUDENT
316,ROLE_STUDENT
317,ROLE_STUDENT
318,ROLE_STUDENT
319,ROLE_STUDENT
320,ROLE_STUDENT
321,ROLE_STUDENT
322,ROLE_STUDENT
323,ROLE_STUDENT
324,ROLE_STUDENT
325,ROLE_STUDENT
326,ROLE_STUDENT
327,ROLE_STUDENT
328,ROLE_STUDENT
329,ROLE_STUDENT
330,ROLE_STUDENT
331,ROLE_STUDENT
332,ROLE_STUDENT
333,ROLE_STUDENT
334,ROLE_INSTRUCTOR
335,ROLE_INSTRUCTOR
336,ROLE_INSTRUCTOR
337,ROLE_INSTRUCTOR
338,ROLE_INSTRUCTOR
339,ROLE_INSTRUCTOR
340,ROLE_INSTRUCTOR
341,ROLE_INSTRUCTOR
342,ROLE_INSTRUCTOR
343,ROLE_ORG_ADMIN
344,ROLE_ORG_ADMIN
345,ROLE_ORG_ADMIN
346,ROLE_STUDENT
347,ROLE_STUDENT
348,ROLE_STUDENT
349,ROLE_STUDENT
350,ROLE_STUDENT
351,ROLE_STUDENT
352,ROLE_STUDENT
353,ROLE_STUDENT
354,ROLE_STUDENT
355,ROLE_STUDENT
356,ROLE_STUDENT
357,ROLE_STUDENT
358,ROLE_STUDENT
359,ROLE_STUDENT
360,ROLE_STUDENT
361,ROLE_STUDENT
362,ROLE_STUDENT
363,ROLE_STUDENT
364,ROLE_STUDENT
365,ROLE_STUDENT
366,ROLE_STUDENT
367,ROLE_STUDENT
368,ROLE_STUDENT
369,ROLE_INSTRUCTOR
370,ROLE_INSTRUCTOR
371,ROLE_INSTRUCTOR
372,ROLE_INSTRUCTOR
373,ROLE_INSTRUCTOR
374,ROLE_INSTRUCTOR
375,ROLE_INSTRUCTOR
376,ROLE_INSTRUCTOR
377,ROLE_INSTRUCTOR
378,ROLE_ORG_ADMIN
379,ROLE_ORG_ADMIN
380,ROLE_ORG_ADMIN
381,ROLE_STUDENT
382,ROLE_STUDENT
383,ROLE_STUDENT
384,ROLE_STUDENT
385,ROLE_STUDENT
386,ROLE_STUDENT
387,ROLE_STUDENT
388,ROLE_STUDENT
389,ROLE_STUDENT
390,ROLE_STUDENT
391,ROLE_STUDENT
392,ROLE_STUDENT
393,ROLE_STUDENT
394,ROLE_STUDENT
395,ROLE_STUDENT
396,ROLE_STUDENT
397,ROLE_STUDENT
398,ROLE_STUDENT
399,ROLE_STUDENT
400,ROLE_STUDENT
401,ROLE_STUDENT
402,ROLE_STUDENT
403,ROLE_STUDENT
404,ROLE_INSTRUCTOR
405,ROLE_INSTRUCTOR
406,ROLE_INSTRUCTOR
407,ROLE_INSTRUCTOR
408,ROLE_INSTRUCTOR
409,ROLE_INSTRUCTOR
410,ROLE_INSTRUCTOR
411,ROLE_INSTRUCTOR
412,ROLE_INSTRUCTOR
413,ROLE_ORG_ADMIN
414,ROLE_ORG_ADMIN
415,ROLE_ORG_ADMIN
416,ROLE_STUDENT
417,ROLE_STUDENT
418,ROLE_STUDENT
419,ROLE_STUDENT
420,ROLE_STUDENT
421,ROLE_STUDENT
422,ROLE_STUDENT
423,ROLE_STUDENT
424,ROLE_STUDENT
425,ROLE_STUDENT
426,ROLE_STUDENT
427,ROLE_STUDENT
428,ROLE_STUDENT
429,ROLE_STUDENT
430,ROLE_STUDENT
431,ROLE_STUDENT
432,ROLE_STUDENT
433,ROLE_STUDENT
434,ROLE_STUDENT
435,ROLE_STUDENT
436,ROLE_STUDENT
437,ROLE_STUDENT
438,ROLE_STUDENT
439,ROLE_INSTRUCTOR
440,ROLE_INSTRUCTOR
441,ROLE_INSTRUCTOR
442,ROLE_INSTRUCTOR
443,ROLE_INSTRUCTOR
444,ROLE_INSTRUCTOR
445,ROLE_INSTRUCTOR
446,ROLE_INSTRUCTOR
447,ROLE_INSTRUCTOR
448,ROLE_ORG_ADMIN
449,ROLE_ORG_ADMIN
450,ROLE_ORG_ADMIN
451,ROLE_STUDENT
452,ROLE_STUDENT
453,ROLE_STUDENT
454,ROLE_STUDENT
455,ROLE_STUDENT
456,ROLE_STUDENT
457,ROLE_STUDENT
458,ROLE_STUDENT
459,ROLE_STUDENT
460,ROLE_STUDENT
461,ROLE_STUDENT
462,ROLE_STUDENT
463,ROLE_STUDENT
464,ROLE_STUDENT
465,ROLE_STUDENT
466,ROLE_STUDENT
467,ROLE_STUDENT
